,employee_number,age,attrition,business_travel,department,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
941,850,26,No,travel_frequently,desconocido,fp,life_sciences,1,female,1,1,laboratory_technician,4,desconocido,5288,3,No,14,3.0,1,1,2,3,2,2,0,1997,yes,71,575.0,1.0,6525.4,11
942,851,34,No,travel_rarely,desconocido,universidad,desconocido,2,female,4,1,research_scientist,4,single,13551,2,No,16,3.0,3,0,2,3,4,1,3,1989,no,72,182.0,1.0,10096.0,10
943,852,27,No,desconocido,desconocido,eso,marketing,3,male,3,2,sales_executive,4,married,24008,0,desconocido,19,3.0,2,1,3,3,4,1,1,1996,yes,84,829.0,8.0,4342.0,5
944,853,35,No,travel_rarely,desconocido,universidad,desconocido,1,female,3,1,sales_representative,4,desconocido,20317,1,No,16,3.0,2,1,1,2,3,0,2,1988,yes,72,384.0,8.0,2572.0,3
945,854,30,No,travel_rarely,desconocido,bachillerato,desconocido,4,male,1,1,laboratory_technician,3,married,24375,3,No,21,3.0,3,2,2,3,2,0,2,1993,yes,38,921.0,13.4,3229.8,7
946,855,34,No,desconocido,desconocido,fp,desconocido,3,female,3,2,sales_executive,1,desconocido,13305,5,No,17,3.0,2,1,1,3,3,1,2,1989,yes,93,1111.0,8.0,6500.0,13
947,856,52,No,travel_rarely, research_development ,universidad,life_sciences,2,female,3,2,laboratory_technician,3,desconocido,21821,8,desconocido,20,4.0,2,1,3,3,5,1,4,1971,yes,82,1325.0,12.8,3149.0,9
948,857,33,Yes,travel_rarely,desconocido,bachillerato,marketing,1,female,3,2,sales_executive,1,single,26507,5,desconocido,15,3.0,3,0,3,3,3,0,2,1990,no,69,118.0,16.0,5324.0,13
949,858,35,No,travel_rarely, research_development ,universidad,desconocido,2,female,4,1,research_scientist,3,single,13301,3,No,13,3.0,3,0,0,3,2,2,2,1988,no,40,1258.0,17.2,5576.8,7
950,859,28,Yes,desconocido,desconocido,universidad,desconocido,3,male,3,1,research_scientist,3,single,16374,6,No,17,3.0,4,0,3,2,2,2,1,1995,yes,81,890.0,2.0,4382.0,5
951,860,36,No,travel_rarely,desconocido,bachillerato,human_resources,3,male,3,1,human_resources,2,married,25527,4,desconocido,13,3.0,2,1,2,3,5,0,4,1987,yes,36,1041.0,13.0,4061.6,7
952,861,34,No,travel_frequently, research_development ,universidad,desconocido,3,female,2,1,research_scientist,4,single,8306,1,No,16,3.0,3,0,3,3,5,1,3,1989,yes,100,702.0,16.0,2553.0,6
953,862,34,No,desconocido,desconocido,fp,desconocido,3,male,3,1,human_resources,4,desconocido,2243,0,desconocido,19,3.0,3,1,1,1,3,0,2,1989,no,67,829.0,3.0,4044.2,4
954,863,44,No,travel_rarely,desconocido,bachillerato,desconocido,4,male,3,2,healthcare_representative,2,single,5197,9,desconocido,12,3.0,4,0,2,2,5,2,3,1979,yes,50,625.0,4.0,5933.0,10
955,864,32,No,desconocido,desconocido,universidad,life_sciences,2,male,3,2,sales_executive,4,divorced,9250,2,desconocido,11,3.0,3,1,3,2,5,0,3,1991,yes,73,919.2,13.0,4403.0,8
956,865,53,No,desconocido,desconocido,fp,desconocido,1,female,2,3,sales_executive,4,married,20715,7,Yes,18,3.0,4,1,3,3,5,0,4,1970,no,78,661.0,7.0,10934.0,35
957,866,22,No,desconocido,desconocido,fp,life_sciences,4,male,2,2,manufacturing_director,4,desconocido,19146,6,desconocido,22,4.0,1,2,2,1,2,2,2,2001,no,68,612.6,1.0,7065.6,4
958,867,44,No,travel_rarely,desconocido,universidad,life_sciences,1,male,4,1,laboratory_technician,4,desconocido,5044,2,Yes,24,4.0,3,1,2,2,3,0,2,1979,no,62,986.0,8.0,5037.0,10
959,868,35,Yes,travel_frequently,desconocido,universidad,life_sciences,4,female,3,1,research_scientist,2,divorced,16612,1,desconocido,19,3.0,1,1,3,2,10,7,8,1988,yes,96,664.8,25.0,2022.0,10
960,869,25,No,desconocido,desconocido,eso,desconocido,3,male,2,2,sales_executive,1,desconocido,18154,1,No,12,3.0,1,0,1,4,5,0,3,1998,no,87,583.0,4.0,4256.0,5
961,870,49,No,travel_rarely,desconocido,bachillerato,technical_degree,3,female,3,1,research_scientist,1,desconocido,10554,2,No,16,3.0,2,1,2,3,4,0,2,1974,no,36,1418.0,1.0,3580.0,7
962,871,24,No,non_travel,desconocido,eso,life_sciences,1,male,2,1,laboratory_technician,4,desconocido,10778,0,desconocido,17,3.0,4,0,2,2,5,3,4,1999,no,47,1269.0,3.2,10033.4,11
963,872,38,No,travel_rarely, sales ,bachillerato,marketing,2,male,2,1,sales_representative,2,desconocido,12102,0,desconocido,19,3.0,4,1,3,3,2,1,2,1985,yes,98,395.0,9.0,2899.0,3
964,873,29,Yes,travel_rarely,desconocido,bachillerato,medical,2,female,2,1,sales_representative,3,desconocido,23522,6,Yes,19,3.0,3,3,3,3,3,0,2,1994,no,48,341.0,1.0,3378.4,5
965,874,43,No,travel_frequently,desconocido,bachillerato,life_sciences,4,female,3,2,healthcare_representative,4,married,21782,4,desconocido,13,3.0,2,1,2,2,5,2,2,1980,yes,33,972.2,1.0,5562.0,12
966,875,28,No,travel_rarely,desconocido,universidad,medical,1,male,3,2,sales_executive,4,single,24252,1,desconocido,14,3.0,2,0,3,3,4,0,2,1995,no,98,821.0,5.0,5144.0,4
967,876,20,Yes,travel_rarely,desconocido,bachillerato,desconocido,3,female,2,1,sales_representative,3,single,22052,1,desconocido,13,3.0,4,0,3,2,2,0,2,2003,yes,49,500.0,2.0,2507.0,2
968,877,47,No,desconocido,desconocido,universidad,life_sciences,4,female,2,1,sales_representative,4,single,13137,1,Yes,18,3.0,1,0,3,2,3,1,2,1976,yes,65,1454.0,2.0,4331.0,3
969,878,22,Yes,travel_rarely,desconocido,eso,life_sciences,2,female,3,2,manufacturing_director,3,married,10022,0,Yes,19,3.0,1,1,3,4,3,0,2,2001,yes,34,617.0,3.0,6924.8,4
970,879,28,No,desconocido,desconocido,bachillerato,medical,3,female,3,1,research_scientist,3,divorced,9834,5,No,18,3.0,2,1,2,3,2,2,2,1995,yes,77,995.0,9.0,2377.0,6
971,880,39,Yes,desconocido, research_development ,bachillerato,medical,4,male,3,1,laboratory_technician,1,married,4303,7,desconocido,21,4.0,4,0,2,1,2,2,2,1984,yes,70,1122.0,6.0,2404.0,9
972,881,33,No,travel_rarely, research_development ,universidad,desconocido,3,male,2,1,research_scientist,1,single,3339,3,desconocido,11,3.0,2,0,1,3,3,0,2,1990,no,100,1198.0,1.0,2799.0,12
973,882,36,No,travel_rarely, research_development ,universidad,other,2,male,3,1,research_scientist,4,single,23293,2,desconocido,18,3.0,3,0,6,3,6,0,1,1987,yes,65,188.0,7.0,4926.4,8
974,883,35,No,travel_rarely,desconocido,bachillerato,desconocido,3,female,3,2,sales_executive,3,desconocido,6179,1,desconocido,16,3.0,2,0,3,3,5,1,0,1988,yes,86,1219.0,9.2,2946.0,5
975,884,31,Yes,desconocido,desconocido,fp,medical,3,male,2,1,research_scientist,1,single,10322,0,Yes,22,4.0,1,0,0,3,3,1,2,1992,no,46,335.0,9.0,4254.6,4
976,885,33,No,travel_rarely,desconocido,eso,life_sciences,2,female,3,1,research_scientist,4,single,17241,3,desconocido,18,3.0,1,0,4,3,3,0,2,1990,no,53,461.0,13.0,3452.0,5
977,886,27,No,desconocido,desconocido,universidad,desconocido,2,female,3,1,laboratory_technician,2,married,12086,9,No,14,3.0,2,1,2,3,2,2,2,1996,no,37,1134.0,8.0,2811.0,4
978,887,30,Yes,travel_rarely,desconocido,bachillerato,desconocido,1,female,3,1,research_scientist,3,married,11539,4,desconocido,11,3.0,2,0,2,3,5,0,1,1993,yes,48,138.0,22.0,4355.2,10
979,888,24,No,desconocido,desconocido,eso,medical,4,female,2,2,manufacturing_director,3,divorced,24117,1,No,15,3.0,2,2,6,3,4,3,2,1999,no,41,1206.0,17.0,4377.0,5
980,889,35,Yes,travel_rarely, research_development ,universidad,other,3,male,2,1,laboratory_technician,2,divorced,10074,1,Yes,24,4.0,4,1,2,1,4,0,2,1988,no,39,622.0,14.0,3505.6,5
981,890,30,Yes,desconocido,desconocido,bachillerato,desconocido,2,female,3,1,laboratory_technician,2,desconocido,25725,0,desconocido,17,3.0,1,0,3,3,3,1,2,1993,yes,60,109.0,5.0,4132.0,4
982,891,48,No,travel_rarely, research_development ,bachillerato,desconocido,1,male,2,2,healthcare_representative,3,desconocido,13119,2,No,13,3.0,4,0,0,3,2,2,2,1975,yes,97,277.0,6.0,4240.0,19
983,892,41,No,travel_rarely,desconocido,fp,medical,4,female,3,2,manufacturing_director,3,desconocido,23371,6,desconocido,14,3.0,2,0,6,3,2,2,1,1982,no,42,549.0,7.0,5628.0,8
984,893,27,No,desconocido, research_development ,universidad,desconocido,1,female,3,2,manufacturing_director,4,desconocido,4658,0,desconocido,18,3.0,2,1,2,3,3,2,2,1996,yes,47,1055.0,2.0,4227.0,10
985,894,35,No,travel_rarely, research_development ,bachillerato,other,2,male,3,1,laboratory_technician,4,desconocido,9541,1,No,20,4.0,1,1,4,2,3,1,2,1988,no,45,802.0,10.0,3917.0,3
986,895,26,Yes,non_travel,desconocido,fp,medical,2,male,1,2,sales_executive,1,single,21813,8,No,18,3.0,4,0,6,3,2,2,2,1997,yes,79,265.0,29.0,4969.0,12
989,896,38,No,travel_frequently,desconocido,universidad,desconocido,3,male,3,1,research_scientist,3,desconocido,2997,3,No,16,3.0,1,1,2,3,2,2,2,1985,no,44,1186.0,3.0,2821.0,8
991,897,20,Yes,desconocido,desconocido,bachillerato,marketing,4,female,3,1,sales_representative,4,single,17205,1,Yes,14,3.0,2,0,3,3,2,0,2,2003,yes,54,769.0,9.0,4598.0,2
992,898,30,No,desconocido,desconocido,bachillerato,other,2,male,3,2,manufacturing_director,1,married,9096,0,desconocido,15,3.0,3,1,1,2,6,0,2,1993,no,85,1176.0,13.6,9957.0,7
993,899,27,No,non_travel,desconocido,doctorado,desconocido,1,male,1,1,laboratory_technician,3,married,5869,1,desconocido,19,3.0,4,3,4,3,3,1,2,1996,no,87,1277.0,8.0,3429.0,3
994,900,55,No,desconocido,desconocido,eso,desconocido,4,male,3,3,manufacturing_director,2,married,15813,3,No,18,3.0,2,1,4,3,3,1,2,1968,yes,65,1091.0,2.0,9901.0,23
995,901,33,No,travel_rarely,desconocido,bachillerato,life_sciences,4,male,2,3,healthcare_representative,4,desconocido,21214,4,No,15,3.0,3,1,2,3,3,1,2,1990,yes,34,654.0,5.0,5578.4,6
996,902,28,No,desconocido,desconocido,fp,life_sciences,1,male,3,1,laboratory_technician,3,desconocido,22482,1,No,16,3.0,4,1,5,2,4,2,2,1995,yes,50,895.0,15.0,2207.0,4
997,903,34,No,desconocido,desconocido,eso,life_sciences,1,male,3,2,healthcare_representative,4,desconocido,22266,0,No,17,3.0,3,0,1,2,6,0,4,1989,yes,45,618.0,3.0,7756.0,8
998,904,33,Yes,desconocido,desconocido,bachillerato,medical,1,male,2,1,research_scientist,2,single,2993,4,Yes,20,4.0,2,0,0,3,2,2,2,1990,no,55,1017.0,25.0,3369.0,5
999,905,33,No,desconocido,desconocido,bachillerato,life_sciences,4,female,3,2,sales_executive,2,married,13401,0,No,17,3.0,3,1,3,3,3,0,2,1990,no,30,970.0,7.0,4583.2,4
1002,906,35,No,desconocido,desconocido,fp,marketing,4,male,3,2,sales_executive,4,divorced,18500,1,desconocido,11,3.0,4,1,3,3,5,0,2,1988,yes,54,1182.0,11.0,4409.8,5
1009,907,56,No,desconocido,desconocido,universidad,desconocido,4,female,3,5,manager,1,divorced,18575,4,No,13,3.0,4,1,2,3,5,4,2,1967,yes,92,718.0,4.0,7147.2,28
1011,908,20,No,travel_rarely,desconocido,bachillerato,desconocido,1,male,2,1,laboratory_technician,3,single,12828,1,desconocido,12,3.0,1,0,2,2,2,1,2,2003,yes,87,805.0,3.0,3309.4,2
1012,909,50,No,travel_frequently,desconocido,bachillerato,desconocido,4,female,3,4,manager,1,desconocido,9490,2,No,22,4.0,3,1,3,3,2,2,2,1973,yes,30,1421.0,2.0,7153.4,9
1013,910,46,No,desconocido,desconocido,fp,life_sciences,4,male,3,5,research_director,2,desconocido,10849,5,desconocido,11,3.0,1,1,2,3,4,0,3,1977,yes,52,1450.0,15.0,19081.0,25
1014,911,32,No,desconocido,desconocido,bachillerato,other,3,female,2,1,laboratory_technician,2,married,7331,1,No,20,4.0,3,1,2,3,2,2,2,1991,yes,77,116.0,13.0,2743.0,2
1015,912,35,No,desconocido,desconocido,fp,desconocido,3,female,2,3,sales_executive,4,married,13755,4,desconocido,11,3.0,2,1,6,2,13,4,12,1988,no,78,1212.0,8.0,5927.6,16
1016,913,29,No,desconocido,desconocido,bachillerato,life_sciences,1,female,3,1,research_scientist,4,divorced,5598,1,No,15,3.0,1,3,5,3,3,1,2,1994,yes,97,1010.0,1.0,3760.0,3
1017,914,21,Yes,travel_frequently,desconocido,fp,desconocido,1,female,2,1,laboratory_technician,3,desconocido,25308,1,desconocido,20,4.0,3,0,2,1,2,2,2,2002,yes,45,753.2,10.0,7490.2,2
1018,915,34,No,travel_rarely,desconocido,bachillerato,marketing,3,female,3,2,sales_executive,1,desconocido,6039,0,desconocido,12,3.0,4,0,3,3,3,0,2,1989,yes,86,131.0,2.0,4538.0,4
1019,916,28,No,desconocido,desconocido,universidad,medical,4,male,3,1,laboratory_technician,3,single,6842,0,Yes,11,3.0,3,0,2,2,4,0,2,1995,no,44,791.0,1.0,5364.0,7
1020,917,35,No,travel_rarely,desconocido,eso,life_sciences,3,male,3,1,research_scientist,3,married,6020,0,Yes,14,3.0,4,0,3,3,3,2,2,1988,no,66,735.0,6.0,5714.2,4
1021,918,28,No,travel_frequently,desconocido,bachillerato,life_sciences,4,male,2,1,laboratory_technician,4,married,14222,1,desconocido,12,3.0,2,1,2,3,2,2,2,1995,no,52,193.0,2.0,3867.0,7
1022,919,28,No,travel_rarely,desconocido,bachillerato,technical_degree,4,male,3,1,research_scientist,1,single,4732,2,desconocido,11,3.0,2,0,2,2,3,1,2,1995,no,84,640.0,1.0,2080.0,5
1023,920,25,No,desconocido, research_development ,bachillerato,medical,4,female,3,1,research_scientist,2,single,18830,1,desconocido,18,3.0,4,0,3,2,2,2,1,1998,no,40,266.0,1.0,2096.0,9
1024,921,58,No,desconocido,desconocido,universidad,life_sciences,1,male,3,1,research_scientist,3,desconocido,26076,1,desconocido,12,3.0,4,2,3,3,2,2,2,1965,yes,88,848.0,23.0,2782.6,8
1025,922,39,Yes,desconocido,desconocido,bachillerato,medical,3,male,3,1,research_scientist,1,single,22154,0,desconocido,13,3.0,1,0,2,3,5,0,3,1984,no,93,980.2,23.0,3904.0,6
1026,923,30,No,travel_rarely,desconocido,bachillerato,technical_degree,1,female,2,2,laboratory_technician,4,married,23631,0,No,12,3.0,1,1,6,3,9,6,7,1993,yes,48,1138.0,6.0,4627.0,10
1027,924,50,No,desconocido,desconocido,bachillerato,life_sciences,4,female,3,4,research_director,1,married,22422,4,desconocido,11,3.0,2,0,2,3,3,1,2,1973,yes,43,530.6,7.8,5908.0,6
1028,925,41,No,desconocido,desconocido,fp,medical,3,male,1,2,sales_executive,2,single,22074,1,No,13,3.0,1,0,4,3,19,11,9,1982,yes,40,256.0,10.0,6280.6,19
1029,926,31,Yes,desconocido,desconocido,bachillerato,desconocido,4,female,3,1,sales_representative,2,desconocido,8319,1,Yes,11,3.0,1,0,2,4,3,2,2,1992,no,54,914.8,1.0,2302.0,10
1030,927,44,Yes,desconocido,desconocido,bachillerato,life_sciences,1,male,3,1,laboratory_technician,1,desconocido,14669,4,No,12,3.0,3,0,4,4,3,1,2,1979,yes,89,935.0,3.0,3159.2,10
1031,928,40,No,non_travel, research_development ,fp,desconocido,3,male,3,1,research_scientist,3,divorced,8532,9,No,16,3.0,2,1,0,3,4,0,0,1983,yes,74,458.0,16.0,3378.2,6
1032,929,25,No,travel_rarely, research_development ,eso,medical,4,male,3,1,laboratory_technician,4,married,9075,3,desconocido,11,3.0,3,3,6,2,3,1,2,1998,no,67,882.0,19.0,5679.0,13
1033,930,40,No,travel_rarely,desconocido,universidad,life_sciences,2,male,3,1,laboratory_technician,2,desconocido,6762,3,No,22,4.0,3,1,3,3,4,0,3,1983,yes,88,329.0,1.0,5297.0,7
1034,931,51,No,travel_rarely,desconocido,fp,technical_degree,4,female,2,4,manufacturing_director,2,desconocido,24439,3,No,16,3.0,2,0,1,2,5,0,3,1972,yes,82,1048.4,11.0,3167.6,7
1035,932,27,No,travel_frequently,desconocido,eso,life_sciences,4,male,1,2,sales_executive,4,single,20392,3,No,20,4.0,2,0,3,3,6,0,0,1996,no,43,793.0,2.0,5071.0,9
1036,933,35,Yes,desconocido,desconocido,universidad,marketing,4,female,3,2,sales_executive,3,married,23288,0,desconocido,18,3.0,3,1,0,2,4,3,2,1988,yes,67,662.0,18.0,2933.4,5
1037,934,38,No,desconocido,desconocido,bachillerato,desconocido,4,male,4,1,research_scientist,3,divorced,15748,1,No,11,3.0,4,3,2,3,4,0,3,1985,yes,57,693.0,7.0,3254.8,4
1038,935,31,Yes,desconocido,desconocido,universidad,desconocido,4,male,3,2,manufacturing_director,3,married,21057,1,desconocido,15,3.0,4,2,3,2,10,6,7,1992,yes,98,531.6,22.0,5488.0,10
1039,936,51,No,desconocido,desconocido,bachillerato,desconocido,2,male,3,3,sales_executive,2,desconocido,15395,2,desconocido,11,3.0,2,0,5,3,4,3,2,1972,yes,52,541.0,2.0,10596.0,14
1040,937,41,No,desconocido,desconocido,bachillerato,desconocido,4,female,3,2,research_scientist,4,desconocido,13953,3,desconocido,14,3.0,1,2,4,2,6,3,3,1982,no,75,1200.0,22.0,5467.0,12
1041,938,32,No,desconocido,desconocido,eso,marketing,3,male,3,2,sales_executive,2,married,20497,0,Yes,13,3.0,1,3,3,2,3,1,2,1991,yes,36,499.0,2.0,6456.6,4
1042,939,25,No,travel_rarely,desconocido,eso,life_sciences,1,male,4,2,sales_executive,3,married,12477,2,No,11,3.0,2,0,3,2,3,1,2,1998,no,93,1372.0,18.0,9334.0,6
1043,940,27,No,desconocido,desconocido,bachillerato,marketing,4,female,2,2,sales_executive,4,married,7100,1,Yes,11,3.0,4,0,3,3,6,4,4,1996,yes,98,814.4,10.0,5769.0,9
1044,941,27,Yes,travel_rarely,desconocido,universidad,life_sciences,4,female,3,1,research_scientist,3,single,25681,1,Yes,13,3.0,4,0,2,3,8,7,7,1996,yes,51,535.0,16.4,2394.0,8
1045,942,37,No,desconocido,desconocido,bachillerato,medical,1,female,3,1,laboratory_technician,3,single,19106,4,No,18,3.0,1,0,6,3,3,0,2,1986,yes,94,1462.0,11.0,3629.0,8
1046,943,35,No,travel_frequently,desconocido,fp,life_sciences,3,male,3,3,manufacturing_director,4,desconocido,19944,2,No,11,3.0,3,0,2,3,2,2,2,1988,yes,60,200.0,18.0,9362.0,10
1047,944,25,No,desconocido,desconocido,bachillerato,desconocido,1,male,3,1,laboratory_technician,4,desconocido,4910,4,No,11,3.0,2,1,2,2,3,0,2,1998,yes,81,949.0,1.0,3229.0,7
1048,945,30,No,desconocido,desconocido,universidad,marketing,4,female,3,2,sales_executive,1,divorced,12761,7,No,14,3.0,2,2,3,3,3,0,2,1993,yes,73,958.2,7.0,7306.8,11
1049,946,31,No,desconocido, research_development ,doctorado,life_sciences,1,female,3,4,research_director,2,desconocido,8847,3,No,11,3.0,3,0,3,4,3,1,0,1992,yes,93,182.0,8.0,16422.0,13
1050,947,36,No,desconocido,desconocido,universidad,marketing,3,female,2,2,sales_executive,1,desconocido,13494,4,No,13,3.0,1,2,3,2,3,0,2,1987,no,98,329.0,16.0,5647.0,11
1051,948,25,Yes,travel_rarely,desconocido,fp,desconocido,1,male,2,1,sales_representative,1,desconocido,15182,3,No,12,3.0,1,0,2,3,3,2,2,1998,yes,68,383.0,9.0,4400.0,6
1052,949,56,No,desconocido,desconocido,fp,life_sciences,1,female,3,1,research_scientist,1,desconocido,10494,2,desconocido,22,4.0,4,1,3,4,3,1,0,1967,yes,90,1255.0,1.0,2066.0,5
1053,950,41,No,desconocido,desconocido,doctorado,medical,2,male,4,1,research_scientist,3,desconocido,5561,2,desconocido,12,3.0,1,0,5,3,4,0,3,1982,yes,90,1121.6,5.0,6014.6,7
1054,951,31,No,travel_rarely,desconocido,fp,desconocido,4,female,4,1,human_resources,2,desconocido,24609,9,No,18,3.0,4,0,3,3,3,0,2,1992,yes,96,1398.0,8.0,8020.0,8
1055,952,31,Yes,travel_frequently, research_development ,bachillerato,life_sciences,2,male,3,1,laboratory_technician,4,desconocido,21081,6,desconocido,13,3.0,3,1,2,1,2,2,2,1992,yes,94,523.0,2.0,4262.8,7
1056,953,48,No,desconocido, sales ,bachillerato,marketing,3,male,3,2,sales_executive,1,divorced,24795,4,No,11,3.0,1,3,3,3,2,2,2,1975,no,96,1221.0,7.0,5486.0,13
1057,954,34,Yes,desconocido,desconocido,universidad,desconocido,1,female,3,1,human_resources,3,married,3072,1,No,15,3.0,4,0,0,3,2,2,2,1989,no,52,1107.0,9.0,3325.2,2
1058,955,44,No,desconocido,desconocido,bachillerato,life_sciences,3,male,2,1,laboratory_technician,3,single,7973,3,desconocido,14,3.0,4,0,5,3,5,0,3,1979,no,90,981.0,5.0,3162.0,7
1059,956,49,No,travel_rarely, research_development ,universidad,desconocido,1,male,3,2,healthcare_representative,3,married,21534,2,No,14,3.0,2,1,0,2,3,1,2,1974,yes,96,1495.0,5.0,6651.0,20
1060,957,44,No,desconocido,desconocido,bachillerato,life_sciences,4,male,3,1,research_scientist,2,desconocido,21158,1,desconocido,13,3.0,3,0,3,2,5,1,3,1979,no,49,1467.0,20.0,3420.0,6
1061,958,28,Yes,desconocido,desconocido,bachillerato,desconocido,1,male,3,1,sales_representative,3,married,15747,3,desconocido,15,3.0,4,1,3,4,3,1,2,1995,no,92,1496.0,1.0,2909.0,5
1062,959,44,No,travel_frequently, research_development ,eso,desconocido,2,male,3,3,manufacturing_director,3,single,19719,5,desconocido,18,3.0,2,0,2,2,2,2,2,1979,yes,86,1193.0,2.0,5789.2,16
1063,960,55,No,travel_rarely,desconocido,universidad,life_sciences,4,male,3,2,healthcare_representative,3,married,16143,0,desconocido,16,3.0,2,0,2,3,3,1,2,1968,yes,30,1229.0,4.0,4386.0,4
1064,961,28,No,travel_frequently,desconocido,bachillerato,life_sciences,3,male,3,2,sales_executive,1,single,11827,0,desconocido,14,3.0,4,0,5,3,4,1,3,1995,yes,55,467.0,7.0,4898.0,5
1065,962,49,No,travel_rarely,desconocido,fp,medical,4,female,2,2,laboratory_technician,1,married,23070,4,desconocido,25,4.0,1,1,3,3,3,1,2,1974,yes,43,271.0,9.4,7159.4,10
1066,963,29,No,travel_frequently,desconocido,eso,life_sciences,4,female,3,1,laboratory_technician,2,desconocido,4668,0,No,13,3.0,3,3,3,3,3,0,2,1994,no,97,410.0,2.0,3180.0,12
1067,964,32,No,desconocido,desconocido,bachillerato,desconocido,3,male,3,3,manager,4,desconocido,21072,2,desconocido,25,3.0,2,0,5,4,5,0,0,1991,yes,64,495.0,10.0,11244.0,10
1068,965,31,Yes,travel_frequently,desconocido,bachillerato,life_sciences,4,female,3,1,research_scientist,3,desconocido,4156,1,No,12,3.0,1,0,2,3,7,7,7,1992,yes,33,561.0,3.0,5409.4,7
1069,966,40,No,desconocido,desconocido,fp,life_sciences,4,male,3,2,healthcare_representative,4,divorced,8841,3,desconocido,18,3.0,3,0,2,3,2,2,2,1983,no,72,1142.0,10.8,4069.0,8
1070,967,36,No,travel_rarely,desconocido,universidad,life_sciences,3,male,3,1,sales_representative,4,desconocido,17001,3,Yes,21,4.0,4,0,3,2,3,1,2,1987,no,70,1157.0,2.0,4935.0,7
1071,968,33,No,desconocido,desconocido,universidad,life_sciences,1,male,3,2,sales_executive,1,desconocido,10589,2,No,13,3.0,4,1,6,1,2,2,2,1990,no,46,1242.0,8.0,6392.0,8
1072,969,30,No,desconocido, sales ,universidad,desconocido,1,male,3,3,sales_executive,2,married,17799,3,desconocido,12,3.0,2,1,3,3,4,1,3,1993,yes,33,1288.0,11.2,3485.8,9
1073,970,38,Yes,travel_rarely,desconocido,bachillerato,medical,3,male,3,2,manufacturing_director,2,married,7653,4,desconocido,11,3.0,1,2,2,3,5,1,4,1985,no,81,903.0,2.0,4855.0,7
1074,971,48,No,travel_rarely, research_development ,universidad,desconocido,3,female,3,1,research_scientist,1,married,16530,8,desconocido,12,3.0,4,1,3,2,8,7,6,1975,yes,65,1108.0,15.0,5108.8,8
1075,972,34,No,desconocido, research_development ,universidad,desconocido,2,male,3,2,research_scientist,4,desconocido,13008,9,No,17,3.0,2,1,3,2,2,2,1,1989,yes,45,1351.0,1.0,4497.4,7
