,employee_number,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income, monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,remote_work
941,850,26,No,travel_frequently,575,desconocido,1.0,fp,life_sciences,1,female,71,1,1,laboratory_technician,4,desconocido,6525,5288,3,No,14,3,1,1,17,2,3,2,2,0,,1997,yes
942,851,34,No,travel_rarely,182,desconocido,1.0,universidad,desconocido,2,female,72,4,1,research_scientist,4,single,10096,13551,2,No,16,3,3,0,17,2,3,4,1,3,,1989,no
943,852,27,No,desconocido,829,desconocido,8.0,eso,marketing,3,male,84,3,2,sales_executive,4,married,4342,24008,0,desconocido,19,3,2,1,5,3,3,4,1,1,"4342,0",1996,yes
944,853,35,No,travel_rarely,384,desconocido,8.0,universidad,desconocido,1,female,72,3,1,sales_representative,4,desconocido,2572,20317,1,No,16,3,2,1,3,1,2,3,0,2,"2572,0",1988,yes
945,854,30,No,travel_rarely,921,desconocido,11.2,bachillerato,desconocido,4,male,38,1,1,laboratory_technician,3,married,3815,24375,3,No,21,3,3,2,7,2,3,2,0,2,,1993,yes
946,855,34,No,desconocido,1111,desconocido,8.0,fp,desconocido,3,female,93,3,2,sales_executive,1,desconocido,6500,13305,5,No,17,3,2,1,19,1,3,3,1,2,"6500,0",1989,yes
947,856,52,No,travel_rarely,1325,research_development,14.0,universidad,life_sciences,2,female,82,3,2,laboratory_technician,3,desconocido,3149,21821,8,desconocido,20,4,2,1,9,3,3,5,1,4,"3149,0",1971,yes
948,857,33,Yes,travel_rarely,118,desconocido,16.0,bachillerato,marketing,1,female,69,3,2,sales_executive,1,single,5324,26507,5,desconocido,15,3,3,0,18,3,3,3,0,2,"5324,0",1990,no
949,858,35,No,travel_rarely,1258,research_development,14.0,universidad,desconocido,2,female,40,4,1,research_scientist,3,single,5757,13301,3,No,13,3,3,0,7,0,3,2,2,2,,1988,no
950,859,28,Yes,desconocido,890,desconocido,2.0,universidad,desconocido,3,male,72,3,1,research_scientist,3,single,4382,16374,6,No,17,3,4,0,5,3,2,2,2,1,"4382,0",1995,yes
951,860,36,No,travel_rarely,1041,desconocido,13.0,bachillerato,human_resources,3,male,36,3,1,human_resources,2,married,4061,25527,4,desconocido,13,3,2,1,14,2,3,5,0,4,,1987,yes
952,861,34,No,travel_frequently,702,research_development,16.0,universidad,desconocido,3,female,100,2,1,research_scientist,4,single,2553,8306,1,No,16,3,3,0,6,3,3,5,1,3,"2553,0",1989,yes
953,862,34,No,desconocido,829,desconocido,3.0,fp,desconocido,3,male,55,3,1,human_resources,4,desconocido,5761,2243,0,desconocido,19,3,3,1,4,1,1,3,0,2,,1989,no
954,863,44,No,travel_rarely,625,desconocido,4.0,bachillerato,desconocido,4,male,50,3,2,healthcare_representative,2,single,5933,5197,9,desconocido,12,3,4,0,10,2,2,5,2,3,"5933,0",1979,yes
955,864,32,No,desconocido,736,desconocido,13.0,universidad,life_sciences,2,male,73,3,2,sales_executive,4,divorced,4403,9250,2,desconocido,11,3,3,1,8,3,2,5,0,3,"4403,0",1991,yes
956,865,53,No,desconocido,661,desconocido,7.0,fp,desconocido,1,female,78,2,3,sales_executive,4,married,10934,20715,7,Yes,18,3,4,1,35,3,3,5,0,4,"10934,0",1970,no
957,866,22,No,desconocido,613,desconocido,1.0,fp,life_sciences,4,male,69,2,2,manufacturing_director,4,desconocido,4415,19146,6,desconocido,22,4,1,2,4,2,1,2,2,2,,2001,no
958,867,44,No,travel_rarely,986,desconocido,8.0,universidad,life_sciences,1,male,62,4,1,laboratory_technician,4,desconocido,5037,5044,2,Yes,24,4,3,1,10,2,2,3,0,2,,1979,no
959,868,35,Yes,travel_frequently,849,desconocido,25.0,universidad,life_sciences,4,female,96,3,1,research_scientist,2,divorced,2022,16612,1,desconocido,19,3,1,1,10,3,2,10,7,8,"2022,0",1988,yes
960,869,25,No,desconocido,583,desconocido,4.0,eso,desconocido,3,male,87,2,2,sales_executive,1,desconocido,4256,18154,1,No,12,3,1,0,5,1,4,5,0,3,"4256,0",1998,no
961,870,49,No,travel_rarely,1418,desconocido,1.0,bachillerato,technical_degree,3,female,36,3,1,research_scientist,1,desconocido,3580,10554,2,No,16,3,2,1,7,2,3,4,0,2,"3580,0",1974,no
962,871,24,No,non_travel,1269,desconocido,12.0,eso,life_sciences,1,male,64,2,1,laboratory_technician,4,desconocido,5321,10778,0,desconocido,17,3,4,0,14,2,2,5,3,4,,1999,no
963,872,38,No,travel_rarely,395,sales,9.0,bachillerato,marketing,2,male,98,2,1,sales_representative,2,desconocido,2899,12102,0,desconocido,19,3,4,1,3,3,3,2,1,2,"2899,0",1985,yes
964,873,29,Yes,travel_rarely,341,desconocido,1.0,bachillerato,medical,2,female,48,2,1,sales_representative,3,desconocido,2659,23522,6,Yes,19,3,3,3,5,3,3,3,0,2,,1994,no
965,874,43,No,travel_frequently,1006,desconocido,1.0,bachillerato,life_sciences,4,female,33,3,2,healthcare_representative,4,married,5562,21782,4,desconocido,13,3,2,1,12,2,2,5,2,2,"5562,0",1980,yes
966,875,28,No,travel_rarely,821,desconocido,5.0,universidad,medical,1,male,98,3,2,sales_executive,4,single,5144,24252,1,desconocido,14,3,2,0,4,3,3,4,0,2,,1995,no
967,876,20,Yes,travel_rarely,500,desconocido,2.0,bachillerato,desconocido,3,female,49,2,1,sales_representative,3,single,2111,22052,1,desconocido,13,3,4,0,2,3,2,2,0,2,,2003,yes
968,877,47,No,desconocido,1454,desconocido,2.0,universidad,life_sciences,4,female,65,2,1,sales_representative,4,single,4331,13137,1,Yes,18,3,1,0,3,3,2,3,1,2,,1976,yes
969,878,22,Yes,travel_rarely,617,desconocido,3.0,eso,life_sciences,2,female,34,3,2,manufacturing_director,3,married,6924,10022,0,Yes,19,3,1,1,4,3,4,3,0,2,,2001,yes
970,879,28,No,desconocido,995,desconocido,9.0,bachillerato,medical,3,female,77,3,1,research_scientist,3,divorced,2377,9834,5,No,18,3,2,1,6,2,3,2,2,2,"2377,0",1995,yes
971,880,39,Yes,desconocido,1122,research_development,6.0,bachillerato,medical,4,male,70,3,1,laboratory_technician,1,married,2404,4303,7,desconocido,21,4,4,0,15,2,1,2,2,2,"2404,0",1984,yes
972,881,33,No,travel_rarely,1198,research_development,1.0,universidad,desconocido,3,male,100,2,1,research_scientist,1,single,2799,3339,3,desconocido,11,3,2,0,14,1,3,3,0,2,"2799,0",1990,no
973,882,36,No,travel_rarely,188,research_development,7.0,universidad,other,2,male,65,3,1,research_scientist,4,single,4846,23293,2,desconocido,18,3,3,0,8,6,3,6,0,1,,1987,yes
974,883,35,No,travel_rarely,1219,desconocido,10.6,bachillerato,desconocido,3,female,86,3,2,sales_executive,3,desconocido,3065,6179,1,desconocido,16,3,2,0,5,3,3,5,1,0,,1988,yes
975,884,31,Yes,desconocido,335,desconocido,9.0,fp,medical,3,male,46,2,1,research_scientist,1,single,4254,10322,0,Yes,22,4,1,0,4,0,3,3,1,2,,1992,no
976,885,33,No,travel_rarely,461,desconocido,13.0,eso,life_sciences,2,female,53,3,1,research_scientist,4,single,3452,17241,3,desconocido,18,3,1,0,5,4,3,3,0,2,"3452,0",1990,no
977,886,27,No,desconocido,1134,desconocido,10.4,universidad,desconocido,2,female,37,3,1,laboratory_technician,2,married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,"2811,0",1996,no
978,887,30,Yes,travel_rarely,138,desconocido,22.0,bachillerato,desconocido,1,female,48,3,1,research_scientist,3,married,4355,11539,4,desconocido,11,3,2,0,10,2,3,5,0,1,,1993,yes
979,888,24,No,desconocido,1206,desconocido,17.0,eso,medical,4,female,41,2,2,manufacturing_director,3,divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,3,2,"4377,0",1999,no
980,889,35,Yes,travel_rarely,622,research_development,14.0,universidad,other,3,male,39,2,1,laboratory_technician,2,divorced,3634,10074,1,Yes,24,4,4,1,5,2,1,4,0,2,,1988,no
981,890,30,Yes,desconocido,109,desconocido,5.0,bachillerato,desconocido,2,female,60,3,1,laboratory_technician,2,desconocido,4132,25725,0,desconocido,17,3,1,0,4,3,3,3,1,2,,1993,yes
982,891,48,No,travel_rarely,277,research_development,6.0,bachillerato,desconocido,1,male,97,2,2,healthcare_representative,3,desconocido,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,"4240,0",1975,yes
983,892,41,No,travel_rarely,549,desconocido,7.0,fp,medical,4,female,42,3,2,manufacturing_director,3,desconocido,5628,23371,6,desconocido,14,3,2,0,8,6,3,2,2,1,,1982,no
984,893,27,No,desconocido,1055,research_development,2.0,universidad,desconocido,1,female,47,3,2,manufacturing_director,4,desconocido,4227,4658,0,desconocido,18,3,2,1,10,2,2,3,2,2,"4227,0",1996,yes
985,894,35,No,travel_rarely,802,research_development,10.0,bachillerato,other,2,male,45,3,1,laboratory_technician,4,desconocido,3917,9541,1,No,20,4,1,1,3,4,2,3,1,2,"3917,0",1988,no
986,895,26,Yes,non_travel,265,desconocido,29.0,fp,medical,2,male,79,1,2,sales_executive,1,single,4969,21813,8,No,18,3,4,0,19,6,3,2,2,2,"4969,0",1997,yes
989,896,38,No,travel_frequently,1186,desconocido,3.0,universidad,desconocido,3,male,44,3,1,research_scientist,3,desconocido,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,"2821,0",1985,no
991,897,20,Yes,desconocido,769,desconocido,9.0,bachillerato,marketing,4,female,54,3,1,sales_representative,4,single,3328,17205,1,Yes,14,3,2,0,2,3,3,2,0,2,,2003,yes
992,898,30,No,desconocido,1176,desconocido,13.6,bachillerato,other,2,male,85,3,2,manufacturing_director,1,married,9957,9096,0,desconocido,15,3,3,1,7,1,2,6,0,2,"9957,0",1993,no
993,899,27,No,non_travel,1277,desconocido,8.0,doctorado,desconocido,1,male,87,1,1,laboratory_technician,3,married,3429,5869,1,desconocido,19,3,4,3,3,4,2,3,1,2,,1996,no
994,900,55,No,desconocido,1091,desconocido,2.0,eso,desconocido,4,male,65,3,3,manufacturing_director,2,married,9901,15813,3,No,18,3,2,1,23,4,3,3,1,2,,1968,yes
995,901,33,No,travel_rarely,654,desconocido,5.0,bachillerato,life_sciences,4,male,34,2,3,healthcare_representative,4,desconocido,5578,21214,4,No,15,3,3,1,12,2,3,3,1,2,,1990,yes
996,902,28,No,desconocido,895,desconocido,15.0,fp,life_sciences,1,male,50,3,1,laboratory_technician,3,desconocido,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,"2207,0",1995,yes
997,903,34,No,desconocido,618,desconocido,3.0,eso,life_sciences,1,male,45,3,2,healthcare_representative,4,desconocido,7756,22266,0,No,17,3,3,0,15,1,2,6,0,4,"7756,0",1989,yes
998,904,33,Yes,desconocido,1017,desconocido,25.0,bachillerato,medical,1,male,55,2,1,research_scientist,2,single,3369,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,,1990,no
999,905,33,No,desconocido,970,desconocido,7.0,bachillerato,life_sciences,4,female,30,3,2,sales_executive,2,married,4355,13401,0,No,17,3,3,1,4,3,3,3,0,2,,1990,no
1002,906,35,No,desconocido,1182,desconocido,11.0,fp,marketing,4,male,54,3,2,sales_executive,4,divorced,4409,18500,1,desconocido,11,3,4,1,5,3,3,5,0,2,,1988,yes
1009,907,56,No,desconocido,718,desconocido,4.0,universidad,desconocido,4,female,92,3,5,manager,1,divorced,8358,18575,4,No,13,3,4,1,28,2,3,5,4,2,,1967,yes
1011,908,20,No,travel_rarely,805,desconocido,3.0,bachillerato,desconocido,1,male,87,2,1,laboratory_technician,3,single,3493,12828,1,desconocido,12,3,1,0,2,2,2,2,1,2,,2003,yes
1012,909,50,No,travel_frequently,1421,desconocido,2.0,bachillerato,desconocido,4,female,30,3,4,manager,1,desconocido,7153,9490,2,No,22,4,3,1,9,3,1,2,2,2,,1973,yes
1013,910,46,No,desconocido,1450,desconocido,15.0,fp,life_sciences,4,male,52,3,5,research_director,2,desconocido,19081,10849,5,desconocido,11,3,1,1,25,2,3,4,0,3,"19081,0",1977,yes
1014,911,32,No,desconocido,116,desconocido,13.0,bachillerato,other,3,female,77,2,1,laboratory_technician,2,married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,"2743,0",1991,yes
1015,912,35,No,desconocido,1212,desconocido,8.0,fp,desconocido,3,female,78,2,3,sales_executive,4,married,6294,13755,4,desconocido,11,3,2,1,16,6,2,13,4,12,,1988,no
1016,913,29,No,desconocido,1010,desconocido,1.0,bachillerato,life_sciences,1,female,97,3,1,research_scientist,4,divorced,3760,5598,1,No,15,3,1,3,3,5,2,3,1,2,"3760,0",1994,yes
1017,914,21,Yes,travel_frequently,775,desconocido,10.0,fp,desconocido,1,female,45,2,1,laboratory_technician,3,desconocido,3612,25308,1,desconocido,20,4,3,0,2,2,1,2,2,2,,2002,yes
1018,915,34,No,travel_rarely,131,desconocido,2.0,bachillerato,marketing,3,female,86,3,2,sales_executive,1,desconocido,4538,6039,0,desconocido,12,3,4,0,4,3,3,3,0,2,"4538,0",1989,yes
1019,916,28,No,desconocido,791,desconocido,1.0,universidad,medical,4,male,44,3,1,laboratory_technician,3,single,5364,6842,0,Yes,11,3,3,0,14,2,2,4,0,2,,1995,no
1020,917,35,No,travel_rarely,735,desconocido,6.0,eso,life_sciences,3,male,66,3,1,research_scientist,3,married,5928,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,,1988,no
1021,918,28,No,travel_frequently,193,desconocido,2.0,bachillerato,life_sciences,4,male,52,2,1,laboratory_technician,4,married,3867,14222,1,desconocido,12,3,2,1,13,2,3,2,2,2,"3867,0",1995,no
1022,919,28,No,travel_rarely,640,desconocido,1.0,bachillerato,technical_degree,4,male,84,3,1,research_scientist,1,single,2080,4732,2,desconocido,11,3,2,0,5,2,2,3,1,2,"2080,0",1995,no
1023,920,25,No,desconocido,266,research_development,1.0,bachillerato,medical,4,female,40,3,1,research_scientist,2,single,2096,18830,1,desconocido,18,3,4,0,15,3,2,2,2,1,"2096,0",1998,no
1024,921,58,No,desconocido,848,desconocido,23.0,universidad,life_sciences,1,male,88,3,1,research_scientist,3,desconocido,2782,26076,1,desconocido,12,3,4,2,13,3,3,2,2,2,,1965,yes
1025,922,39,Yes,desconocido,788,desconocido,23.0,bachillerato,medical,3,male,93,3,1,research_scientist,1,single,3904,22154,0,desconocido,13,3,1,0,6,2,3,5,0,3,"3904,0",1984,no
1026,923,30,No,travel_rarely,1138,desconocido,6.0,bachillerato,technical_degree,1,female,48,2,2,laboratory_technician,4,married,4627,23631,0,No,12,3,1,1,10,6,3,9,6,7,"4627,0",1993,yes
1027,924,50,No,desconocido,530,desconocido,7.8,bachillerato,life_sciences,4,female,43,3,4,research_director,1,married,5908,22422,4,desconocido,11,3,2,0,6,2,2,3,1,2,,1973,yes
1028,925,41,No,desconocido,256,desconocido,10.0,fp,medical,3,male,40,1,2,sales_executive,2,single,6280,22074,1,No,13,3,1,0,19,4,3,19,11,9,,1982,yes
1029,926,31,Yes,desconocido,982,desconocido,1.0,bachillerato,desconocido,4,female,54,3,1,sales_representative,2,desconocido,2302,8319,1,Yes,11,3,1,0,10,2,4,3,2,2,"2302,0",1992,no
1030,927,44,Yes,desconocido,935,desconocido,3.0,bachillerato,life_sciences,1,male,89,3,1,laboratory_technician,1,desconocido,3159,14669,4,No,12,3,3,0,10,4,4,3,1,2,,1979,yes
1031,928,40,No,non_travel,458,research_development,16.0,fp,desconocido,3,male,74,3,1,research_scientist,3,divorced,3894,8532,9,No,16,3,2,1,6,0,3,4,0,0,,1983,yes
1032,929,25,No,travel_rarely,882,research_development,19.0,eso,medical,4,male,67,3,1,laboratory_technician,4,married,5761,9075,3,desconocido,11,3,3,3,17,6,2,3,1,2,,1998,no
1033,930,40,No,travel_rarely,329,desconocido,1.0,universidad,life_sciences,2,male,88,3,1,laboratory_technician,2,desconocido,5297,6762,3,No,22,4,3,1,7,3,3,4,0,3,,1983,yes
1034,931,51,No,travel_rarely,684,desconocido,11.0,fp,technical_degree,4,female,82,2,4,manufacturing_director,2,desconocido,2998,24439,3,No,16,3,2,0,12,1,2,5,0,3,,1972,yes
1035,932,27,No,travel_frequently,793,desconocido,2.0,eso,life_sciences,4,male,43,1,2,sales_executive,4,single,5071,20392,3,No,20,4,2,0,15,3,3,6,0,0,"5071,0",1996,no
1036,933,35,Yes,desconocido,662,desconocido,18.0,universidad,marketing,4,female,67,3,2,sales_executive,3,married,2933,23288,0,desconocido,18,3,3,1,5,0,2,4,3,2,,1988,yes
1037,934,38,No,desconocido,693,desconocido,7.0,bachillerato,desconocido,4,male,57,4,1,research_scientist,3,divorced,3254,15748,1,No,11,3,4,3,4,2,3,4,0,3,,1985,yes
1038,935,31,Yes,desconocido,768,desconocido,22.0,universidad,desconocido,4,male,98,3,2,manufacturing_director,3,married,5072,21057,1,desconocido,15,3,4,2,10,3,2,10,6,7,,1992,yes
1039,936,51,No,desconocido,541,desconocido,2.0,bachillerato,desconocido,2,male,52,3,3,sales_executive,2,desconocido,10596,15395,2,desconocido,11,3,2,0,14,5,3,4,3,2,"10596,0",1972,yes
1040,937,41,No,desconocido,1200,desconocido,22.0,bachillerato,desconocido,4,female,75,3,2,research_scientist,4,desconocido,5467,13953,3,desconocido,14,3,1,2,12,4,2,6,3,3,"5467,0",1982,no
1041,938,32,No,desconocido,499,desconocido,2.0,eso,marketing,3,male,36,3,2,sales_executive,2,married,6456,20497,0,Yes,13,3,1,3,4,3,2,3,1,2,,1991,yes
1042,939,25,No,travel_rarely,1372,desconocido,18.0,eso,life_sciences,1,male,93,4,2,sales_executive,3,married,9334,12477,2,No,11,3,2,0,6,3,2,3,1,2,,1998,no
1043,940,27,No,desconocido,738,desconocido,10.0,bachillerato,marketing,4,female,98,2,2,sales_executive,4,married,5769,7100,1,Yes,11,3,4,0,9,3,3,6,4,4,"5769,0",1996,yes
1044,941,27,Yes,travel_rarely,602,desconocido,8.6,universidad,life_sciences,4,female,51,3,1,research_scientist,3,single,2394,25681,1,Yes,13,3,4,0,8,2,3,8,7,7,"2394,0",1996,yes
1045,942,37,No,desconocido,1462,desconocido,11.0,bachillerato,medical,1,female,94,3,1,laboratory_technician,3,single,3629,19106,4,No,18,3,1,0,8,6,3,3,0,2,"3629,0",1986,yes
1046,943,35,No,travel_frequently,200,desconocido,18.0,fp,life_sciences,3,male,60,3,3,manufacturing_director,4,desconocido,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,"9362,0",1988,yes
1047,944,25,No,desconocido,949,desconocido,1.0,bachillerato,desconocido,1,male,81,3,1,laboratory_technician,4,desconocido,3229,4910,4,No,11,3,2,1,7,2,2,3,0,2,"3229,0",1998,yes
1048,945,30,No,desconocido,948,desconocido,7.0,universidad,marketing,4,female,73,3,2,sales_executive,1,divorced,5120,12761,7,No,14,3,2,2,10,3,3,3,0,2,,1993,yes
1049,946,31,No,desconocido,182,research_development,8.0,doctorado,life_sciences,1,female,93,3,4,research_director,2,desconocido,16422,8847,3,No,11,3,3,0,19,3,4,3,1,0,"16422,0",1992,yes
1050,947,36,No,desconocido,329,desconocido,16.0,universidad,marketing,3,female,98,2,2,sales_executive,1,desconocido,5647,13494,4,No,13,3,1,2,11,3,2,3,0,2,"5647,0",1987,no
1051,948,25,Yes,travel_rarely,383,desconocido,9.0,fp,desconocido,1,male,68,2,1,sales_representative,1,desconocido,4400,15182,3,No,12,3,1,0,6,2,3,3,2,2,"4400,0",1998,yes
1052,949,56,No,desconocido,1255,desconocido,1.0,fp,life_sciences,1,female,90,3,1,research_scientist,1,desconocido,2066,10494,2,desconocido,22,4,4,1,5,3,4,3,1,0,"2066,0",1967,yes
1053,950,41,No,desconocido,1121,desconocido,5.0,doctorado,medical,2,male,90,4,1,research_scientist,3,desconocido,6014,5561,2,desconocido,12,3,1,0,7,5,3,4,0,3,,1982,yes
1054,951,31,No,travel_rarely,1398,desconocido,8.0,fp,desconocido,4,female,96,4,1,human_resources,2,desconocido,8102,24609,9,No,18,3,4,0,8,3,3,3,0,2,,1992,yes
1055,952,31,Yes,travel_frequently,523,research_development,2.0,bachillerato,life_sciences,2,male,94,3,1,laboratory_technician,4,desconocido,4463,21081,6,desconocido,13,3,3,1,7,2,1,2,2,2,,1992,yes
1056,953,48,No,desconocido,1221,sales,7.0,bachillerato,marketing,3,male,96,3,2,sales_executive,1,divorced,5486,24795,4,No,11,3,1,3,19,3,3,2,2,2,"5486,0",1975,no
1057,954,34,Yes,desconocido,1107,desconocido,9.0,universidad,desconocido,1,female,52,3,1,human_resources,3,married,3328,3072,1,No,15,3,4,0,2,0,3,2,2,2,,1989,no
1058,955,44,No,desconocido,981,desconocido,5.0,bachillerato,life_sciences,3,male,90,2,1,laboratory_technician,3,single,3162,7973,3,desconocido,14,3,4,0,7,5,3,5,0,3,"3162,0",1979,no
1059,956,49,No,travel_rarely,1495,research_development,5.0,universidad,desconocido,1,male,96,3,2,healthcare_representative,3,married,6651,21534,2,No,14,3,2,1,20,0,2,3,1,2,"6651,0",1974,yes
1060,957,44,No,desconocido,1467,desconocido,20.0,bachillerato,life_sciences,4,male,49,3,1,research_scientist,2,desconocido,3420,21158,1,desconocido,13,3,3,0,6,3,2,5,1,3,"3420,0",1979,no
1061,958,28,Yes,desconocido,1496,desconocido,1.0,bachillerato,desconocido,1,male,92,3,1,sales_representative,3,married,2909,15747,3,desconocido,15,3,4,1,5,3,4,3,1,2,"2909,0",1995,no
1062,959,44,No,travel_frequently,1193,research_development,2.0,eso,desconocido,2,male,86,3,3,manufacturing_director,3,single,6624,19719,5,desconocido,18,3,2,0,16,2,2,2,2,2,,1979,yes
1063,960,55,No,travel_rarely,1229,desconocido,4.0,universidad,life_sciences,4,male,30,3,2,healthcare_representative,3,married,4386,16143,0,desconocido,16,3,2,0,4,2,3,3,1,2,,1968,yes
1064,961,28,No,travel_frequently,467,desconocido,7.0,bachillerato,life_sciences,3,male,55,3,2,sales_executive,1,single,4898,11827,0,desconocido,14,3,4,0,5,5,3,4,1,3,"4898,0",1995,yes
1065,962,49,No,travel_rarely,271,desconocido,8.2,fp,medical,4,female,43,2,2,laboratory_technician,1,married,7444,23070,4,desconocido,25,4,1,1,10,3,3,3,1,2,,1974,yes
1066,963,29,No,travel_frequently,410,desconocido,2.0,eso,life_sciences,4,female,97,3,1,laboratory_technician,2,desconocido,3180,4668,0,No,13,3,3,3,14,3,3,3,0,2,"3180,0",1994,no
1067,964,32,No,desconocido,495,desconocido,10.0,bachillerato,desconocido,3,male,64,3,3,manager,4,desconocido,11244,21072,2,desconocido,25,3,2,0,10,5,4,5,0,0,"11244,0",1991,yes
1068,965,31,Yes,travel_frequently,561,desconocido,3.0,bachillerato,life_sciences,4,female,33,3,1,research_scientist,3,desconocido,5409,4156,1,No,12,3,1,0,7,2,1,7,7,7,,1992,yes
1069,966,40,No,desconocido,1142,desconocido,10.8,fp,life_sciences,4,male,72,3,2,healthcare_representative,4,divorced,4069,8841,3,desconocido,18,3,3,0,8,2,3,2,2,2,"4069,0",1983,no
1070,967,36,No,travel_rarely,1157,desconocido,2.0,universidad,life_sciences,3,male,70,3,1,sales_representative,4,desconocido,5301,17001,3,Yes,21,4,4,0,7,3,2,3,1,2,,1987,no
1071,968,33,No,desconocido,1242,desconocido,8.0,universidad,life_sciences,1,male,46,3,2,sales_executive,1,desconocido,6392,10589,2,No,13,3,4,1,12,6,1,2,2,2,"6392,0",1990,no
1072,969,30,No,desconocido,1288,sales,8.0,universidad,desconocido,1,male,33,3,3,sales_executive,2,married,4071,17799,3,desconocido,12,3,2,1,9,3,3,4,1,3,,1993,yes
1073,970,38,Yes,travel_rarely,903,desconocido,2.0,bachillerato,medical,3,male,81,3,2,manufacturing_director,2,married,4855,7653,4,desconocido,11,3,1,2,12,2,3,5,1,4,"4855,0",1985,no
