,age,attrition,business_travel,department,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
964,29,Yes,travel_rarely,desconocido,3,medical,896,2,female,2,1,sales_representative,3,desconocido,23522,6,Yes,19,3.0,3,3,3,3,3,0,2,1994,no,48,341.0,1.0,3378.4,5
965,43,No,travel_frequently,desconocido,3,life_sciences,902,4,female,3,2,healthcare_representative,4,married,21782,4,desconocido,13,3.0,2,1,2,2,5,2,2,1980,yes,33,972.2,1.0,5562.0,12
966,28,No,travel_rarely,desconocido,4,medical,916,1,male,3,2,sales_executive,4,single,24252,1,desconocido,14,3.0,2,0,3,3,4,0,2,1995,no,98,821.0,5.0,5144.0,4
967,20,Yes,travel_rarely,desconocido,3,desconocido,922,3,female,2,1,sales_representative,3,single,22052,1,desconocido,13,3.0,4,0,3,2,2,0,2,2003,yes,49,500.0,2.0,2507.0,2
968,47,No,desconocido,desconocido,4,life_sciences,925,4,female,2,1,sales_representative,4,single,13137,1,Yes,18,3.0,1,0,3,2,3,1,2,1976,yes,65,1454.0,2.0,4331.0,3
969,22,Yes,travel_rarely,desconocido,1,life_sciences,254,2,female,3,2,manufacturing_director,3,married,10022,0,Yes,19,3.0,1,1,3,4,3,0,2,2001,yes,34,617.0,3.0,6924.8,4
970,28,No,desconocido,desconocido,3,medical,930,3,female,3,1,research_scientist,3,divorced,9834,5,No,18,3.0,2,1,2,3,2,2,2,1995,yes,77,995.0,9.0,2377.0,6
971,39,Yes,desconocido, research_development ,3,medical,255,4,male,3,1,laboratory_technician,1,married,4303,7,desconocido,21,4.0,4,0,2,1,2,2,2,1984,yes,70,1122.0,6.0,2404.0,9
972,33,No,travel_rarely, research_development ,4,desconocido,939,3,male,2,1,research_scientist,1,single,3339,3,desconocido,11,3.0,2,0,1,3,3,0,2,1990,no,100,1198.0,1.0,2799.0,12
973,36,No,travel_rarely, research_development ,4,other,256,2,male,3,1,research_scientist,4,single,23293,2,desconocido,18,3.0,3,0,6,3,6,0,1,1987,yes,65,188.0,7.0,4926.4,8
974,35,No,travel_rarely,desconocido,3,desconocido,975,3,female,3,2,sales_executive,3,desconocido,6179,1,desconocido,16,3.0,2,0,3,3,5,1,0,1988,yes,86,1219.0,9.2,2946.0,5
975,31,Yes,desconocido,desconocido,2,medical,991,3,male,2,1,research_scientist,1,single,10322,0,Yes,22,4.0,1,0,0,3,3,1,2,1992,no,46,335.0,9.0,4254.6,4
976,33,No,travel_rarely,desconocido,1,life_sciences,995,2,female,3,1,research_scientist,4,single,17241,3,desconocido,18,3.0,1,0,4,3,3,0,2,1990,no,53,461.0,13.0,3452.0,5
977,27,No,desconocido,desconocido,4,desconocido,1001,2,female,3,1,laboratory_technician,2,married,12086,9,No,14,3.0,2,1,2,3,2,2,2,1996,no,37,1134.0,8.0,2811.0,4
978,30,Yes,travel_rarely,desconocido,3,desconocido,257,1,female,3,1,research_scientist,3,married,11539,4,desconocido,11,3.0,2,0,2,3,5,0,1,1993,yes,48,138.0,22.0,4355.2,10
979,24,No,desconocido,desconocido,1,medical,258,4,female,2,2,manufacturing_director,3,divorced,24117,1,No,15,3.0,2,2,6,3,4,3,2,1999,no,41,1206.0,17.0,4377.0,5
980,35,Yes,travel_rarely, research_development ,4,other,1010,3,male,2,1,laboratory_technician,2,divorced,10074,1,Yes,24,4.0,4,1,2,1,4,0,2,1988,no,39,622.0,14.0,3505.6,5
981,30,Yes,desconocido,desconocido,3,desconocido,1017,2,female,3,1,laboratory_technician,2,desconocido,25725,0,desconocido,17,3.0,1,0,3,3,3,1,2,1993,yes,60,109.0,5.0,4132.0,4
982,48,No,travel_rarely, research_development ,3,desconocido,1022,1,male,2,2,healthcare_representative,3,desconocido,13119,2,No,13,3.0,4,0,0,3,2,2,2,1975,yes,97,277.0,6.0,4240.0,19
983,41,No,travel_rarely,desconocido,2,medical,259,4,female,3,2,manufacturing_director,3,desconocido,23371,6,desconocido,14,3.0,2,0,6,3,2,2,1,1982,no,42,549.0,7.0,5628.0,8
984,27,No,desconocido, research_development ,4,desconocido,1027,1,female,3,2,manufacturing_director,4,desconocido,4658,0,desconocido,18,3.0,2,1,2,3,3,2,2,1996,yes,47,1055.0,2.0,4227.0,10
985,35,No,travel_rarely, research_development ,3,other,1028,2,male,3,1,laboratory_technician,4,desconocido,9541,1,No,20,4.0,1,1,4,2,3,1,2,1988,no,45,802.0,10.0,3917.0,3
986,26,Yes,non_travel,desconocido,2,medical,1037,2,male,1,2,sales_executive,1,single,21813,8,No,18,3.0,4,0,6,3,2,2,2,1997,yes,79,265.0,29.0,4969.0,12
989,38,No,travel_frequently,desconocido,4,desconocido,260,3,male,3,1,research_scientist,3,desconocido,2997,3,No,16,3.0,1,1,2,3,2,2,2,1985,no,44,1186.0,3.0,2821.0,8
991,20,Yes,desconocido,desconocido,3,marketing,1077,4,female,3,1,sales_representative,4,single,17205,1,Yes,14,3.0,2,0,3,3,2,0,2,2003,yes,54,769.0,9.0,4598.0,2
992,30,No,desconocido,desconocido,3,other,1084,2,male,3,2,manufacturing_director,1,married,9096,0,desconocido,15,3.0,3,1,1,2,6,0,2,1993,no,85,1176.0,13.6,9957.0,7
993,27,No,non_travel,desconocido,5,desconocido,1094,1,male,1,1,laboratory_technician,3,married,5869,1,desconocido,19,3.0,4,3,4,3,3,1,2,1996,no,87,1277.0,8.0,3429.0,3
994,55,No,desconocido,desconocido,1,desconocido,1096,4,male,3,3,manufacturing_director,2,married,15813,3,No,18,3.0,2,1,4,3,3,1,2,1968,yes,65,1091.0,2.0,9901.0,23
995,33,No,travel_rarely,desconocido,3,life_sciences,1099,4,male,2,3,healthcare_representative,4,desconocido,21214,4,No,15,3.0,3,1,2,3,3,1,2,1990,yes,34,654.0,5.0,5578.4,6
996,28,No,desconocido,desconocido,2,life_sciences,1102,1,male,3,1,laboratory_technician,3,desconocido,22482,1,No,16,3.0,4,1,5,2,4,2,2,1995,yes,50,895.0,15.0,2207.0,4
997,34,No,desconocido,desconocido,1,life_sciences,1103,1,male,3,2,healthcare_representative,4,desconocido,22266,0,No,17,3.0,3,0,1,2,6,0,4,1989,yes,45,618.0,3.0,7756.0,8
998,33,Yes,desconocido,desconocido,3,medical,1108,1,male,2,1,research_scientist,2,single,2993,4,Yes,20,4.0,2,0,0,3,2,2,2,1990,no,55,1017.0,25.0,3369.0,5
999,33,No,desconocido,desconocido,3,life_sciences,1114,4,female,3,2,sales_executive,2,married,13401,0,No,17,3.0,3,1,3,3,3,0,2,1990,no,30,970.0,7.0,4583.2,4
1002,35,No,desconocido,desconocido,2,marketing,261,4,male,3,2,sales_executive,4,divorced,18500,1,desconocido,11,3.0,4,1,3,3,5,0,2,1988,yes,54,1182.0,11.0,4409.8,5
1009,56,No,desconocido,desconocido,4,desconocido,262,4,female,3,5,manager,1,divorced,18575,4,No,13,3.0,4,1,2,3,5,4,2,1967,yes,92,718.0,4.0,7147.2,28
1011,20,No,travel_rarely,desconocido,3,desconocido,263,1,male,2,1,laboratory_technician,3,single,12828,1,desconocido,12,3.0,1,0,2,2,2,1,2,2003,yes,87,805.0,3.0,3309.4,2
1012,50,No,travel_frequently,desconocido,3,desconocido,264,4,female,3,4,manager,1,desconocido,9490,2,No,22,4.0,3,1,3,3,2,2,2,1973,yes,30,1421.0,2.0,7153.4,9
1013,46,No,desconocido,desconocido,2,life_sciences,1217,4,male,3,5,research_director,2,desconocido,10849,5,desconocido,11,3.0,1,1,2,3,4,0,3,1977,yes,52,1450.0,15.0,19081.0,25
1014,32,No,desconocido,desconocido,3,other,1234,3,female,2,1,laboratory_technician,2,married,7331,1,No,20,4.0,3,1,2,3,2,2,2,1991,yes,77,116.0,13.0,2743.0,2
1015,35,No,desconocido,desconocido,2,desconocido,265,3,female,2,3,sales_executive,4,married,13755,4,desconocido,11,3.0,2,1,6,2,13,4,12,1988,no,78,1212.0,8.0,5927.6,16
1016,29,No,desconocido,desconocido,3,life_sciences,266,1,female,3,1,research_scientist,4,divorced,5598,1,No,15,3.0,1,3,5,3,3,1,2,1994,yes,97,1010.0,1.0,3760.0,3
1017,21,Yes,travel_frequently,desconocido,2,desconocido,267,1,female,2,1,laboratory_technician,3,desconocido,25308,1,desconocido,20,4.0,3,0,2,1,2,2,2,2002,yes,45,753.2,10.0,7490.2,2
1018,34,No,travel_rarely,desconocido,3,marketing,268,3,female,3,2,sales_executive,1,desconocido,6039,0,desconocido,12,3.0,4,0,3,3,3,0,2,1989,yes,86,131.0,2.0,4538.0,4
1019,28,No,desconocido,desconocido,4,medical,1286,4,male,3,1,laboratory_technician,3,single,6842,0,Yes,11,3.0,3,0,2,2,4,0,2,1995,no,44,791.0,1.0,5364.0,7
1020,35,No,travel_rarely,desconocido,1,life_sciences,1291,3,male,3,1,research_scientist,3,married,6020,0,Yes,14,3.0,4,0,3,3,3,2,2,1988,no,66,735.0,6.0,5714.2,4
1021,28,No,travel_frequently,desconocido,3,life_sciences,269,4,male,2,1,laboratory_technician,4,married,14222,1,desconocido,12,3.0,2,1,2,3,2,2,2,1995,no,52,193.0,2.0,3867.0,7
1022,28,No,travel_rarely,desconocido,3,technical_degree,1301,4,male,3,1,research_scientist,1,single,4732,2,desconocido,11,3.0,2,0,2,2,3,1,2,1995,no,84,640.0,1.0,2080.0,5
1023,25,No,desconocido, research_development ,3,medical,1303,4,female,3,1,research_scientist,2,single,18830,1,desconocido,18,3.0,4,0,3,2,2,2,1,1998,no,40,266.0,1.0,2096.0,9
1024,58,No,desconocido,desconocido,4,life_sciences,1308,1,male,3,1,research_scientist,3,desconocido,26076,1,desconocido,12,3.0,4,2,3,3,2,2,2,1965,yes,88,848.0,23.0,2782.6,8
1025,39,Yes,desconocido,desconocido,3,medical,270,3,male,3,1,research_scientist,1,single,22154,0,desconocido,13,3.0,1,0,2,3,5,0,3,1984,no,93,980.2,23.0,3904.0,6
1026,30,No,travel_rarely,desconocido,3,technical_degree,1311,1,female,2,2,laboratory_technician,4,married,23631,0,No,12,3.0,1,1,6,3,9,6,7,1993,yes,48,1138.0,6.0,4627.0,10
1027,50,No,desconocido,desconocido,3,life_sciences,1317,4,female,3,4,research_director,1,married,22422,4,desconocido,11,3.0,2,0,2,3,3,1,2,1973,yes,43,530.6,7.8,5908.0,6
1028,41,No,desconocido,desconocido,2,medical,1329,3,male,1,2,sales_executive,2,single,22074,1,No,13,3.0,1,0,4,3,19,11,9,1982,yes,40,256.0,10.0,6280.6,19
1029,31,Yes,desconocido,desconocido,3,desconocido,1331,4,female,3,1,sales_representative,2,desconocido,8319,1,Yes,11,3.0,1,0,2,4,3,2,2,1992,no,54,914.8,1.0,2302.0,10
1030,44,Yes,desconocido,desconocido,3,life_sciences,1333,1,male,3,1,laboratory_technician,1,desconocido,14669,4,No,12,3.0,3,0,4,4,3,1,2,1979,yes,89,935.0,3.0,3159.2,10
1031,40,No,non_travel, research_development ,2,desconocido,271,3,male,3,1,research_scientist,3,divorced,8532,9,No,16,3.0,2,1,0,3,4,0,0,1983,yes,74,458.0,16.0,3378.2,6
1032,25,No,travel_rarely, research_development ,1,medical,1358,4,male,3,1,laboratory_technician,4,married,9075,3,desconocido,11,3.0,3,3,6,2,3,1,2,1998,no,67,882.0,19.0,5679.0,13
1033,40,No,travel_rarely,desconocido,4,life_sciences,1361,2,male,3,1,laboratory_technician,2,desconocido,6762,3,No,22,4.0,3,1,3,3,4,0,3,1983,yes,88,329.0,1.0,5297.0,7
1034,51,No,travel_rarely,desconocido,2,technical_degree,272,4,female,2,4,manufacturing_director,2,desconocido,24439,3,No,16,3.0,2,0,1,2,5,0,3,1972,yes,82,1048.4,11.0,3167.6,7
1035,27,No,travel_frequently,desconocido,1,life_sciences,1371,4,male,1,2,sales_executive,4,single,20392,3,No,20,4.0,2,0,3,3,6,0,0,1996,no,43,793.0,2.0,5071.0,9
1036,35,Yes,desconocido,desconocido,4,marketing,1380,4,female,3,2,sales_executive,3,married,23288,0,desconocido,18,3.0,3,1,0,2,4,3,2,1988,yes,67,662.0,18.0,2933.4,5
1037,38,No,desconocido,desconocido,3,desconocido,273,4,male,4,1,research_scientist,3,divorced,15748,1,No,11,3.0,4,3,2,3,4,0,3,1985,yes,57,693.0,7.0,3254.8,4
1038,31,Yes,desconocido,desconocido,4,desconocido,1389,4,male,3,2,manufacturing_director,3,married,21057,1,desconocido,15,3.0,4,2,3,2,10,6,7,1992,yes,98,531.6,22.0,5488.0,10
1039,51,No,desconocido,desconocido,3,desconocido,274,2,male,3,3,sales_executive,2,desconocido,15395,2,desconocido,11,3.0,2,0,5,3,4,3,2,1972,yes,52,541.0,2.0,10596.0,14
1040,41,No,desconocido,desconocido,3,desconocido,1392,4,female,3,2,research_scientist,4,desconocido,13953,3,desconocido,14,3.0,1,2,4,2,6,3,3,1982,no,75,1200.0,22.0,5467.0,12
1041,32,No,desconocido,desconocido,1,marketing,1396,3,male,3,2,sales_executive,2,married,20497,0,Yes,13,3.0,1,3,3,2,3,1,2,1991,yes,36,499.0,2.0,6456.6,4
1042,25,No,travel_rarely,desconocido,1,life_sciences,275,1,male,4,2,sales_executive,3,married,12477,2,No,11,3.0,2,0,3,2,3,1,2,1998,no,93,1372.0,18.0,9334.0,6
1043,27,No,desconocido,desconocido,3,marketing,1403,4,female,2,2,sales_executive,4,married,7100,1,Yes,11,3.0,4,0,3,3,6,4,4,1996,yes,98,814.4,10.0,5769.0,9
1044,27,Yes,travel_rarely,desconocido,4,life_sciences,1405,4,female,3,1,research_scientist,3,single,25681,1,Yes,13,3.0,4,0,2,3,8,7,7,1996,yes,51,535.0,16.4,2394.0,8
1045,37,No,desconocido,desconocido,3,medical,1411,1,female,3,1,laboratory_technician,3,single,19106,4,No,18,3.0,1,0,6,3,3,0,2,1986,yes,94,1462.0,11.0,3629.0,8
1046,35,No,travel_frequently,desconocido,2,life_sciences,1412,3,male,3,3,manufacturing_director,4,desconocido,19944,2,No,11,3.0,3,0,2,3,2,2,2,1988,yes,60,200.0,18.0,9362.0,10
1047,25,No,desconocido,desconocido,3,desconocido,1415,1,male,3,1,laboratory_technician,4,desconocido,4910,4,No,11,3.0,2,1,2,2,3,0,2,1998,yes,81,949.0,1.0,3229.0,7
1048,30,No,desconocido,desconocido,4,marketing,1428,4,female,3,2,sales_executive,1,divorced,12761,7,No,14,3.0,2,2,3,3,3,0,2,1993,yes,73,958.2,7.0,7306.8,11
1049,31,No,desconocido, research_development ,5,life_sciences,276,1,female,3,4,research_director,2,desconocido,8847,3,No,11,3.0,3,0,3,4,3,1,0,1992,yes,93,182.0,8.0,16422.0,13
1050,36,No,desconocido,desconocido,4,marketing,1436,3,female,2,2,sales_executive,1,desconocido,13494,4,No,13,3.0,1,2,3,2,3,0,2,1987,no,98,329.0,16.0,5647.0,11
1051,25,Yes,travel_rarely,desconocido,2,desconocido,1439,1,male,2,1,sales_representative,1,desconocido,15182,3,No,12,3.0,1,0,2,3,3,2,2,1998,yes,68,383.0,9.0,4400.0,6
1052,56,No,desconocido,desconocido,2,life_sciences,1441,1,female,3,1,research_scientist,1,desconocido,10494,2,desconocido,22,4.0,4,1,3,4,3,1,0,1967,yes,90,1255.0,1.0,2066.0,5
1053,41,No,desconocido,desconocido,5,medical,1448,2,male,4,1,research_scientist,3,desconocido,5561,2,desconocido,12,3.0,1,0,5,3,4,0,3,1982,yes,90,1121.6,5.0,6014.6,7
1054,31,No,travel_rarely,desconocido,2,desconocido,277,4,female,4,1,human_resources,2,desconocido,24609,9,No,18,3.0,4,0,3,3,3,0,2,1992,yes,96,1398.0,8.0,8020.0,8
1055,31,Yes,travel_frequently, research_development ,3,life_sciences,1464,2,male,3,1,laboratory_technician,4,desconocido,21081,6,desconocido,13,3.0,3,1,2,1,2,2,2,1992,yes,94,523.0,2.0,4262.8,7
1056,48,No,desconocido, sales ,3,marketing,1466,3,male,3,2,sales_executive,1,divorced,24795,4,No,11,3.0,1,3,3,3,2,2,2,1975,no,96,1221.0,7.0,5486.0,13
1057,34,Yes,desconocido,desconocido,4,desconocido,1467,1,female,3,1,human_resources,3,married,3072,1,No,15,3.0,4,0,0,3,2,2,2,1989,no,52,1107.0,9.0,3325.2,2
1058,44,No,desconocido,desconocido,3,life_sciences,1471,3,male,2,1,laboratory_technician,3,single,7973,3,desconocido,14,3.0,4,0,5,3,5,0,3,1979,no,90,981.0,5.0,3162.0,7
1059,49,No,travel_rarely, research_development ,4,desconocido,1473,1,male,3,2,healthcare_representative,3,married,21534,2,No,14,3.0,2,1,0,2,3,1,2,1974,yes,96,1495.0,5.0,6651.0,20
1060,44,No,desconocido,desconocido,3,life_sciences,1475,4,male,3,1,research_scientist,2,desconocido,21158,1,desconocido,13,3.0,3,0,3,2,5,1,3,1979,no,49,1467.0,20.0,3420.0,6
1061,28,Yes,desconocido,desconocido,3,desconocido,1486,1,male,3,1,sales_representative,3,married,15747,3,desconocido,15,3.0,4,1,3,4,3,1,2,1995,no,92,1496.0,1.0,2909.0,5
1062,44,No,travel_frequently, research_development ,1,desconocido,278,2,male,3,3,manufacturing_director,3,single,19719,5,desconocido,18,3.0,2,0,2,2,2,2,2,1979,yes,86,1193.0,2.0,5789.2,16
1063,55,No,travel_rarely,desconocido,4,life_sciences,279,4,male,3,2,healthcare_representative,3,married,16143,0,desconocido,16,3.0,2,0,2,3,3,1,2,1968,yes,30,1229.0,4.0,4386.0,4
1064,28,No,travel_frequently,desconocido,3,life_sciences,1507,3,male,3,2,sales_executive,1,single,11827,0,desconocido,14,3.0,4,0,5,3,4,1,3,1995,yes,55,467.0,7.0,4898.0,5
1065,49,No,travel_rarely,desconocido,2,medical,1509,4,female,2,2,laboratory_technician,1,married,23070,4,desconocido,25,4.0,1,1,3,3,3,1,2,1974,yes,43,271.0,9.4,7159.4,10
1066,29,No,travel_frequently,desconocido,1,life_sciences,1513,4,female,3,1,laboratory_technician,2,desconocido,4668,0,No,13,3.0,3,3,3,3,3,0,2,1994,no,97,410.0,2.0,3180.0,12
1067,32,No,desconocido,desconocido,3,desconocido,1516,3,male,3,3,manager,4,desconocido,21072,2,desconocido,25,3.0,2,0,5,4,5,0,0,1991,yes,64,495.0,10.0,11244.0,10
1068,31,Yes,travel_frequently,desconocido,3,life_sciences,1537,4,female,3,1,research_scientist,3,desconocido,4156,1,No,12,3.0,1,0,2,3,7,7,7,1992,yes,33,561.0,3.0,5409.4,7
1069,40,No,desconocido,desconocido,2,life_sciences,1552,4,male,3,2,healthcare_representative,4,divorced,8841,3,desconocido,18,3.0,3,0,2,3,2,2,2,1983,no,72,1142.0,10.8,4069.0,8
1070,36,No,travel_rarely,desconocido,4,life_sciences,280,3,male,3,1,sales_representative,4,desconocido,17001,3,Yes,21,4.0,4,0,3,2,3,1,2,1987,no,70,1157.0,2.0,4935.0,7
1071,33,No,desconocido,desconocido,4,life_sciences,1560,1,male,3,2,sales_executive,1,desconocido,10589,2,No,13,3.0,4,1,6,1,2,2,2,1990,no,46,1242.0,8.0,6392.0,8
1072,30,No,desconocido, sales ,4,desconocido,1568,1,male,3,3,sales_executive,2,married,17799,3,desconocido,12,3.0,2,1,3,3,4,1,3,1993,yes,33,1288.0,11.2,3485.8,9
1073,38,Yes,travel_rarely,desconocido,3,medical,1573,3,male,3,2,manufacturing_director,2,married,7653,4,desconocido,11,3.0,1,2,2,3,5,1,4,1985,no,81,903.0,2.0,4855.0,7
1074,48,No,travel_rarely, research_development ,4,desconocido,1576,3,female,3,1,research_scientist,1,married,16530,8,desconocido,12,3.0,4,1,3,2,8,7,6,1975,yes,65,1108.0,15.0,5108.8,8
1075,34,No,desconocido, research_development ,4,desconocido,1580,2,male,3,2,research_scientist,4,desconocido,13008,9,No,17,3.0,2,1,3,2,2,2,1,1989,yes,45,1351.0,1.0,4497.4,7
1076,38,No,travel_rarely,desconocido,3,life_sciences,1583,2,female,3,2,sales_executive,2,single,16379,2,No,12,3.0,2,0,5,4,3,1,2,1985,no,90,437.0,16.0,9616.8,8
1077,35,No,travel_rarely,desconocido,4,desconocido,1587,1,female,3,2,healthcare_representative,3,single,4223,3,Yes,16,3.0,3,0,4,3,5,0,4,1988,yes,51,730.8,10.0,7174.8,6
1078,23,No,desconocido,desconocido,3,desconocido,1592,4,male,4,1,research_scientist,3,married,12826,2,No,16,3.0,4,1,2,3,2,2,2,2000,yes,45,977.0,10.0,4254.6,4
1079,36,No,desconocido,desconocido,4,desconocido,1594,1,male,4,2,laboratory_technician,1,desconocido,19711,3,Yes,13,3.0,4,1,3,3,3,0,2,1987,no,80,1302.0,6.0,5852.8,9
1080,34,No,travel_frequently,desconocido,4,desconocido,1597,3,male,2,2,healthcare_representative,3,desconocido,15332,1,No,14,3.0,2,1,3,2,8,7,7,1989,no,92,653.0,11.4,9427.6,8
1081,22,No,non_travel,desconocido,2,other,281,2,female,2,1,research_scientist,3,married,10293,1,desconocido,14,3.0,2,0,2,2,4,1,3,2001,yes,85,457.0,26.0,4691.0,4
1082,32,No,desconocido,desconocido,4,desconocido,1607,2,female,4,1,research_scientist,4,married,18783,3,No,17,3.0,4,2,3,3,3,0,2,1991,yes,35,634.0,5.0,3312.0,6
1083,31,No,travel_frequently,desconocido,4,desconocido,282,4,male,3,2,sales_executive,1,single,21602,7,desconocido,13,3.0,4,0,3,3,5,0,3,1992,no,54,715.0,2.0,3965.8,7
1084,36,No,travel_rarely,desconocido,4,life_sciences,283,3,female,3,2,manufacturing_director,3,married,12421,9,Yes,12,3.0,2,2,2,3,3,1,1,1987,yes,76,559.0,12.0,4489.6,7
1085,21,No,desconocido,desconocido,1,medical,1623,3,male,3,1,research_scientist,4,single,26009,1,No,18,3.0,3,0,2,3,2,2,2,2002,no,97,546.0,10.2,3117.0,9
1086,47,No,desconocido,desconocido,4,desconocido,284,4,female,3,5,manager,3,married,5220,3,No,11,3.0,3,1,2,3,5,1,0,1976,no,67,1176.0,26.0,12304.6,27
1087,39,No,desconocido,desconocido,3,medical,285,1,female,3,2,manufacturing_director,3,desconocido,3140,0,No,13,3.0,4,0,2,1,9,3,8,1984,yes,81,711.0,4.0,6174.4,10
1088,40,No,desconocido,desconocido,3,desconocido,1641,3,female,3,3,manufacturing_director,4,desconocido,19948,6,desconocido,15,3.0,4,0,2,2,4,3,3,1983,yes,84,448.0,16.0,8497.8,18
1089,48,No,travel_frequently,desconocido,5,desconocido,1644,3,male,2,4,manager,4,desconocido,5602,2,No,25,4.0,2,1,3,3,2,2,2,1975,yes,89,365.0,4.0,15202.0,7
1090,35,Yes,desconocido,desconocido,2,medical,1645,1,male,1,2,sales_executive,4,desconocido,22098,6,Yes,14,3.0,4,2,2,2,2,2,2,1988,no,59,763.0,8.8,5531.8,11
1091,27,No,travel_rarely, research_development ,3,medical,1647,2,female,4,1,research_scientist,3,desconocido,22490,7,desconocido,17,3.0,1,0,0,3,3,0,2,1996,no,86,486.0,8.0,3429.0,5
1092,27,No,desconocido,desconocido,3,medical,1648,4,male,3,1,research_scientist,4,single,6297,2,No,13,3.0,3,0,0,2,4,1,2,1996,yes,87,591.0,2.0,2580.0,6
1093,40,Yes,travel_rarely,desconocido,3,desconocido,286,1,male,3,1,laboratory_technician,1,desconocido,3339,3,Yes,14,3.0,2,0,3,1,4,0,3,1983,yes,66,1329.0,7.0,2166.0,10
1094,29,No,desconocido,desconocido,3,desconocido,287,3,male,2,2,sales_executive,3,single,23413,9,No,11,3.0,3,0,2,3,5,1,4,1994,yes,42,469.0,10.0,6233.6,7
1095,36,No,desconocido,desconocido,4,life_sciences,1651,2,female,3,3,healthcare_representative,1,married,22792,4,No,12,3.0,3,2,6,3,3,0,2,1987,yes,42,711.0,5.0,5951.8,9
1096,49,No,travel_rarely,desconocido,4,other,1655,1,female,3,4,research_director,2,married,3498,3,desconocido,16,3.0,2,2,2,3,4,1,2,1974,yes,72,301.0,22.0,7031.4,27
1097,20,No,travel_rarely,desconocido,3,medical,1657,3,female,3,1,sales_representative,3,single,13251,1,desconocido,19,3.0,1,0,3,3,2,2,2,2003,yes,31,1141.0,4.6,3102.2,2
1098,36,No,non_travel, research_development ,4,desconocido,1662,4,female,2,2,manufacturing_director,3,desconocido,15411,0,desconocido,15,3.0,3,0,6,3,3,1,2,1987,yes,33,894.0,1.0,4374.0,4
1099,33,No,travel_rarely,desconocido,4,desconocido,1670,4,male,3,2,sales_executive,4,desconocido,3921,1,desconocido,14,3.0,3,2,5,3,6,0,4,1990,yes,93,392.0,2.0,5505.0,6
1100,49,No,desconocido,desconocido,3,medical,1674,4,female,3,1,laboratory_technician,1,divorced,24941,4,desconocido,16,3.0,2,1,2,2,2,2,2,1974,yes,74,436.0,16.0,2587.0,17
1101,47,No,travel_rarely,desconocido,4,life_sciences,288,2,female,4,4,manager,2,desconocido,21086,6,desconocido,14,3.0,3,3,2,3,3,1,2,1976,yes,47,1225.0,2.0,15972.0,29
1102,20,No,travel_rarely,desconocido,1,desconocido,289,4,male,3,1,sales_representative,1,desconocido,21082,1,No,11,3.0,1,0,3,3,2,0,2,2003,yes,54,727.0,9.0,4088.8,6
1103,36,No,travel_rarely,desconocido,4,desconocido,1682,1,male,3,2,healthcare_representative,3,married,7419,6,No,14,3.0,2,2,2,2,3,0,2,1987,no,80,1351.0,26.0,4691.0,10
1104,44,No,travel_rarely, human_resources ,3,desconocido,1683,3,female,3,1,human_resources,4,desconocido,4167,4,Yes,18,3.0,1,3,2,3,2,2,2,1979,no,44,528.0,1.0,5361.8,8
1105,55,No,desconocido,desconocido,3,technical_degree,1694,1,male,2,1,research_scientist,2,divorced,23737,5,No,12,3.0,4,1,1,3,4,1,2,1968,yes,94,1441.0,15.0,9221.0,8
1106,23,Yes,desconocido,desconocido,3,life_sciences,1702,3,male,3,1,sales_representative,4,divorced,25103,1,Yes,21,4.0,2,1,2,3,3,0,2,2000,no,99,427.0,7.0,5844.2,3
1107,26,No,desconocido,desconocido,4,desconocido,290,4,male,1,1,laboratory_technician,3,desconocido,6217,1,No,15,3.0,3,3,3,4,3,0,2,1997,yes,62,390.0,17.0,2305.0,12
